Name,Volume,Price
Tekirdag raki,                      1 litre,"Ksh 5,999"
Musgrave Copper Brandy Vanilla,                      750 ml,"Ksh 6,399"
Arak haddad elite,                      750 ml,"Ksh 6,499"
Lepanto brandy 12 years,                      750 ml,"Ksh 6,499"
Cles De Ducs Armagnac Napoleon,                      700 ml,"Ksh 6,999"
Schladerer schwarzwalder kirschwasser black forest cherry brandy,                      750 ml,"Ksh 6,999"
Musgrave Copper Black Honey,                      750 ml,"Ksh 6,999"
Gran duque dalba,                      700 ml,"Ksh 7,499"
Bottega grappa alexander bianca,                      750 ml,"Ksh 7,999"
Chabot armagnac vs,                      700 ml,"Ksh 8,000"
Ysabel regina brandy,                      700 ml,"Ksh 8,999"
Chabot Vsop Deluxe armagnac,                      1 litre,"Ksh 9,999"
Grappa bottega maestri,                      750 ml,"Ksh 11,999"
Grappa alexander exqusite premium,                      750 ml,"Ksh 11,999"
Kwv 12 years,                      700 ml,"Ksh 12,000"
Cles De Ducs Armagnac Vsop,                      750 ml,"Ksh 12,999"
Janneau xo,                      700 ml,"Ksh 14,999"
Kwv 15 years,                      700 ml,"Ksh 15,000"
Kwv 20 years,                      700 ml,"Ksh 24,000"
Metaxa 30 Years Private Reserve,                      750 ml,"Ksh 29,999"
Old monk rum,                      750 ml,"Ksh 1,799"
Old nick white rum,                      750 ml,"Ksh 2,000"
Old nick golden rum,                      750 ml,"Ksh 2,000"
Captain morgan white spiced rum,                      750 ml,"Ksh 2,400"
Bacardi black carta negra,                      750 ml,"Ksh 2,400"
Bacardi oro,                      750 ml,"Ksh 2,400"
Bacardi oakheart/ Spiced,                      750 ml,"Ksh 2,400"
New grove spiced rum,                      750 ml,"Ksh 2,499"
New grove silver ,                      750 ml,"Ksh 2,499"
Old monk the legend,                      750 ml,"Ksh 2,499"
Dead man's finger coffee rum,                      750 ml,"Ksh 2,499"
Dead man's fingers coconut rum,                      750 ml,"Ksh 2,499"
Angostura Reserva 3 Years,                      750 ml,"Ksh 2,499"
Captain morgan black,                      750 ml,"Ksh 2,499"
Negrita bardinet rum,                      750 ml,"Ksh 2,500"
Havana club especial,                      750 ml,"Ksh 2,500"
Bacardi gold,                      750 ml,"Ksh 2,599"
Bacardi white carta blanca,                      750 ml,"Ksh 2,600"
Myers rum,                      750 ml,"Ksh 2,600"
Captain morgan white spiced rum,                      1 litre,"Ksh 2,600"
Bacardi oakheart/ Spiced,                      1 litre,"Ksh 2,600"
Bacardi oro,                      1 litre,"Ksh 2,600"
Bacardi black carta negra,                      1 litre,"Ksh 2,600"
Captain morgan black,                      1 litre,"Ksh 2,699"
Bacardi gold,                      1 litre,"Ksh 2,799"
Bacardi white carta blanca,                      1 litre,"Ksh 2,799"
Captain morgan spiced gold - imported,                      750 ml,"Ksh 2,799"
Malibu Black,                      750 ml,"Ksh 2,800"
Captain morgan spiced gold - imported,                      1 litre,"Ksh 2,999"
Captain morgan mango & pineapple,                      750 ml,"Ksh 2,999"
Captain morgan sliced apple,                      750 ml,"Ksh 2,999"
Botafogo spiced rum,                      750 ml,"Ksh 2,999"
Bacardi mojito,                      750 ml,"Ksh 2,999"
Botafogo white rum,                      750 ml,"Ksh 2,999"
Botafogo black rum,                      750 ml,"Ksh 2,999"
Bon bon chocolate rum,                      750 ml,"Ksh 2,999"
Lambs navy rum,                      750 ml,"Ksh 3,000"
Myers rum,                      1 litre,"Ksh 3,000"
Malibu Black,                      1 litre,"Ksh 3,000"
Angostura Superior Gold aged 5 Years,                      750 ml,"Ksh 3,200"
Bacardi limon,                      1 litre,"Ksh 3,499"
Spytail Rum,                      750 ml,"Ksh 3,499"
Amrut two indies rum,                      750 ml,"Ksh 3,499"
Malibu caribbean rum,                      1 litre,"Ksh 3,499"
Lambs navy rum,                      1 litre,"Ksh 3,500"
Mount Gay Silver,                      1 litre,"Ksh 3,699"
Pyrat xo reserve rum,                      750 ml,"Ksh 3,990"
Wild Tiger Indian Spiced Rum,                      1 litre,"Ksh 3,999"
Bacardi ginger,                      1 litre,"Ksh 3,999"
Bacardi mango,                      1 litre,"Ksh 3,999"
Bacardi big apple,                      1 litre,"Ksh 3,999"
Capel pisco double destilado especial,                      1 litre,"Ksh 3,999"
Lambs navy spiced rum,                      750 ml,"Ksh 3,999"
Bacardi black razz raspberry rum,                      750 ml,"Ksh 3,999"
Saint james royal ambre,                      1 litre,"Ksh 3,999"
Rhum longueteau 50,                      750 ml,"Ksh 3,999"
Diplomatico Mantuano,                      700 ml,"Ksh 3,999"
Captain morgan black spiced rum,                      1 litre,"Ksh 3,999"
Sailor jerry spiced rum,                      750 ml,"Ksh 3,999"
Cruzan aged rum,                      750 ml,"Ksh 3,999"
Takamaka White,                      700 ml,"Ksh 3,999"
Havana club anejo 3 years,                      750 ml,"Ksh 3,999"
Gold of mauritius,                      750 ml,"Ksh 4,000"
Appleton estate signature,                      750 ml,"Ksh 4,499"
The kraken black spiced rum,                      750 ml,"Ksh 4,499"
Sailor jerry spiced rum,                      1 litre,"Ksh 4,499"
Appleton estate signature blend jamaican rum,                      750 ml,"Ksh 4,499"
Cargo Cult Spiced Rum,                      700 ml,"Ksh 4,550"
Pyrat xo reserve rum,                      1 litre,"Ksh 4,990"
Bacardi anejo cuatro 4 years,                      750 ml,"Ksh 4,999"
Havana club 7 years,                      750 ml,"Ksh 4,999"
Diplomatico Reserva Exclusiva,                      700 ml,"Ksh 4,999"
Takamaka St Andre,                      700 ml,"Ksh 4,999"
Brugal reserve anejo,                      750 ml,"Ksh 4,999"
Mount Gay Eclipse,                      1 litre,"Ksh 4,999"
Appleton estate rare blend 12 years,                      750 ml,"Ksh 4,999"
Takamaka Extra Noir,                      700 ml,"Ksh 4,999"
Takamaka Coco,                      700 ml,"Ksh 4,999"
Plantation Trinidad Dark rum,                      700 ml,"Ksh 4,999"
The kraken black spiced rum,                      1 litre,"Ksh 5,199"
Plantation Barbados 5 years,                      700 ml,"Ksh 5,299"
Bayou reserve rum,                      700 ml,"Ksh 5,499"
Goslings black seal rum,                      1 litre,"Ksh 5,499"
Yellow snake jamaica,                      700 ml,"Ksh 5,499"
Prohibido habanero 12 years,                      700 ml,"Ksh 5,499"
Turquoise bay mauritius,                      700 ml,"Ksh 5,499"
Single cane estate rum worthy park,                      750 ml,"Ksh 5,499"
Santo domingo anacaona,                      700 ml,"Ksh 5,499"
Santa teresa gran reserva,                      1 litre,"Ksh 5,499"
Plantation Grande Reserve,                      1 litre,"Ksh 5,799"
Diplomatico Planas,                      700 ml,"Ksh 5,800"
Diplomatico Reserva Exclusiva Gift Pack,                      750 ml,"Ksh 5,999"
Flor de cana rum 12 years,                      750 ml,"Ksh 5,999"
Bacardi 8 years,                      700 ml,"Ksh 5,999"
Yellow snake jamaican amber rum,                      700 ml,"Ksh 5,999"
Anacaona gran reserva rum,                      700 ml,"Ksh 5,999"
Flor de cana rum 7 yers gran reserva,                      750 ml,"Ksh 5,999"
Matusalem gran reserva 15 years,                      750 ml,"Ksh 5,999"
Pussers gunpowder proof rum,                      700 ml,"Ksh 5,999"
Brugal gran reserva xv,                      750 ml,"Ksh 5,999"
Brugal extra viejo,                      750 ml,"Ksh 5,999"
Plantation Pineapple rum,                      700 ml,"Ksh 6,499"
Wray & nephew overproof rum,                      1 litre,"Ksh 6,499"
Mount Gay Black Barrel,                      700 ml,"Ksh 6,499"
Bahari rum,                      700 ml,"Ksh 6,500"
Bumbu rum,                      750 ml,"Ksh 6,995"
Emperor mauritian heritage,                      700 ml,"Ksh 6,999"
Emperor mauritian sherry rum,                      700 ml,"Ksh 6,999"
Malecon reserva 12 years,                      700 ml,"Ksh 6,999"
Rock rum white espresso,                      700 ml,"Ksh 7,499"
Captain morgan private stock,                      1 litre,"Ksh 7,499"
Dictador 12 years,                      750 ml,"Ksh 7,499"
Rum malecon 12 years,                      700 ml,"Ksh 7,499"
Angostura 1919,                      750 ml,"Ksh 7,499"
El ron prohibido solera great reserva 15 years,                      700 ml,"Ksh 7,999"
Don papa rum,                      750 ml,"Ksh 7,999"
Ron zacapa amber 12 years,                      1 litre,"Ksh 8,000"
Rum chata,                      700 ml,"Ksh 8,499"
Doorly's xo barbados,                      700 ml,"Ksh 8,999"
Kiyomi japanese rum,                      700 ml,"Ksh 8,999"
Takamaka Spiced,                      1 litre,"Ksh 9,300"
Kirk and sweeney 23 years,                      700 ml,"Ksh 9,999"
Bumbu XO,                      750 ml,"Ksh 9,999"
Santa teresa 1796,                      1 litre,"Ksh 9,999"
Dictador 20 years,                      750 ml,"Ksh 9,999"
Dos Maderas Ron Anejo,                      700 ml,"Ksh 9,999"
El dorado 15 years old rum,                      700 ml,"Ksh 9,999"
Malecon rare proof 13 years,                      700 ml,"Ksh 9,999"
Plantation xo 20 years,                      750 ml,"Ksh 9,999"
Teeda 5 years craft japanese rum,                      750 ml,"Ksh 9,999"
Saint james xo vieux agricole,                      700 ml,"Ksh 10,999"
Angostura 1824 12 years,                      700 ml,"Ksh 10,999"
Zacapa reserva limitada,                      750 ml,"Ksh 14,499"
Pussers rum 15 years old,                      700 ml,"Ksh 14,999"
Mount Gay Extra Old,                      1 litre,"Ksh 15,000"
Ron Zacapa Centenario Sistema Solera 23 Rum,                      1 litre,"Ksh 15,000"
Angostura 1787 15 years,                      700 ml,"Ksh 17,999"
Ron zacapa xo,                      700 ml,"Ksh 19,999"
El dorado 21years old rum,                      700 ml,"Ksh 19,999"
Emperor Mauritian Rum Private Collection Château Pape Clément Finish,                      700 ml,"Ksh 19,999"
Ron Zacapa Edicion Negra,                      1 litre,"Ksh 20,000"
Bacardi reserva especial 16 years,                      750 ml,"Ksh 24,999"
Kensington,                      750 ml,"Ksh 1,999"
Gilbeys london dry gin,                      750 ml,"Ksh 2,000"
Seagrams extra dry gin,                      750 ml,"Ksh 2,000"
6th sense gin london dry gin,                      1 litre,"Ksh 2,000"
Strettons london dry gin,                      750 ml,"Ksh 2,399"
Gordons london dry gin,                      750 ml,"Ksh 2,399"
Gibsons pink premium gin,                      750 ml,"Ksh 2,400"
Bleu d'argent london dry gin,                      700 ml,"Ksh 2,499"
Zafiro premium gin,                      750 ml,"Ksh 2,499"
Bombay dry gin,                      750 ml,"Ksh 2,499"
Beefeater london dry gin,                      750 ml,"Ksh 2,600"
New amsterdam premium gin,                      750 ml,"Ksh 2,600"
Larios 12,                      700 ml,"Ksh 2,700"
Larios Rose,                      700 ml,"Ksh 2,700"
Gilbeys pink gin,                      750 ml,"Ksh 2,799"
Larios Dry Gin,                      1 litre,"Ksh 2,799"
Gordons london dry gin,                      1 litre,"Ksh 2,799"
Gordon's pink gin,                      750 ml,"Ksh 2,800"
Whitley Neil Quince Gin,                      700 ml,"Ksh 2,900"
Mad Chimp No 9,                      1 litre,"Ksh 2,999"
Gordon's Sicilian Lemon,                      1 litre,"Ksh 2,999"
Kinross wild berry fruits,                      750 ml,"Ksh 2,999"
Kinross pink,                      750 ml,"Ksh 2,999"
Kinross citric & dry,                      750 ml,"Ksh 2,999"
Kinross tropical & exotic fruits,                      750 ml,"Ksh 2,999"
Beefeater pink gin,                      750 ml,"Ksh 2,999"
Lordson Gin,                      750 ml,"Ksh 2,999"
Gordon's mediterranean orange,                      700 ml,"Ksh 2,999"
Gordon's elderflower,                      700 ml,"Ksh 2,999"
Broker pink gin,                      700 ml,"Ksh 2,999"
Mg rosa gin,                      700 ml,"Ksh 2,999"
Brokers london dry gin,                      700 ml,"Ksh 2,999"
Haymans london dry gin,                      750 ml,"Ksh 3,000"
New amsterdam premium gin,                      1 litre,"Ksh 3,000"
Gordon's pink gin,                      1 litre,"Ksh 3,400"
Greenalls rosea grandis,                      750 ml,"Ksh 3,499"
Tanqueray blackcurrant royale gin,                      750 ml,"Ksh 3,499"
Bols oude genever gin,                      1 litre,"Ksh 3,499"
London Hill Gin,                      1 litre,"Ksh 3,499"
Greenalls blueberry,                      750 ml,"Ksh 3,499"
Greenalls blood orange,                      750 ml,"Ksh 3,499"
Bombay sapphire london dry gin,                      750 ml,"Ksh 3,499"
Greenalls Wild Berry,                      700 ml,"Ksh 3,499"
Tanqueray london dry gin,                      750 ml,"Ksh 3,499"
Ko classic gin,                      750 ml,"Ksh 3,499"
Greenall's,                      700 ml,"Ksh 3,499"
Bulldog london dry gin,                      750 ml,"Ksh 3,500"
Tanqueray Rangpur,                      1 litre,"Ksh 3,799"
Bombay sapphire london dry gin,                      1 litre,"Ksh 3,799"
Bombay blanche gin,                      750 ml,"Ksh 3,990"
Whitley neill strawberry and  black pepper gin,                      700 ml,"Ksh 3,999"
Sterling 5 london dry gin,                      750 ml,"Ksh 3,999"
Antidote london dry gin,                      750 ml,"Ksh 3,999"
Jj whitley elderflower gin,                      700 ml,"Ksh 3,999"
Solo aviator,                      750 ml,"Ksh 3,999"
Stirling gin,                      750 ml,"Ksh 3,999"
Tanqueray flor de sevilla distilled gin,                      750 ml,"Ksh 3,999"
Citrum Premium Distilled Gin,                      700 ml,"Ksh 3,999"
Ginato melograno,                      700 ml,"Ksh 3,999"
Tanqueray london dry gin,                      1 litre,"Ksh 3,999"
Bombay presse citron,                      750 ml,"Ksh 3,999"
Ginato clementino,                      750 ml,"Ksh 3,999"
Bulldog london dry gin,                      1 litre,"Ksh 4,000"
Whitley Neill Gooseberry Gin,                      750 ml,"Ksh 4,000"
Whitley Neill Original Gin,                      700 ml,"Ksh 4,200"
Edinburgh Gin Distillery (Elder Flower Liqueur),                      500 ml,"Ksh 4,399"
Finery grapefruit infused,                      750 ml,"Ksh 4,499"
Bombay sapphire east,                      1 litre,"Ksh 4,499"
Whitley Neill Gooseberry Gin,                      1 litre,"Ksh 4,499"
Whitley Neil Quince Gin,                      1 litre,"Ksh 4,499"
Whitley Neill Rhubarb & Ginger Gin,                      750 ml,"Ksh 4,499"
Finery cucumber infused,                      750 ml,"Ksh 4,499"
Finery amber elderflower,                      750 ml,"Ksh 4,499"
Beefeater blood orange,                      750 ml,"Ksh 4,499"
Canterbury gin,                      700 ml,"Ksh 4,499"
Aviation Gin,                      750 ml,"Ksh 4,499"
The East India Company Gin,                      700 ml,"Ksh 4,600"
Bombay Bramble,                      1 litre,"Ksh 4,600"
Chelsea Royal Gin,                      700,"Ksh 4,699"
Thomas Dakin,                      750 ml,"Ksh 4,799"
Bloedlemoen,                      750 ml,"Ksh 4,899"
Tanqueray flor de sevilla distilled gin,                      1 litre,"Ksh 4,999"
Saffron gin,                      700 ml,"Ksh 4,999"
Jj whitley pink cherry gin,                      750 ml,"Ksh 4,999"
Ginato limonato,                      750 ml,"Ksh 4,999"
Jj whitley violet gin,                      750 ml,"Ksh 4,999"
Canaima gin,                      700 ml,"Ksh 4,999"
Mistral gin,                      700 ml,"Ksh 4,999"
Bombay sapphire sunset special edition,                      750 ml,"Ksh 4,999"
Hop eden mill st andrews gin,                      750 ml,"Ksh 4,999"
Star Of Bombay Gin,                      750 ml,"Ksh 4,999"
Cape fynbos gin,                      500 ml,"Ksh 4,999"
Fifty-pounds gin,                      700 ml,"Ksh 4,999"
Bloom Jasmine & Rose,                      750 ml,"Ksh 4,999"
Howling owl,                      750 ml,"Ksh 4,999"
Victoria's stag,                      750 ml,"Ksh 4,999"
Cape fynbos gin citrus edition,                      500 ml,"Ksh 4,999"
No. 3 London Dry Gin,                      700 ml,"Ksh 5,000"
Tanqueray no. 10,                      750 ml,"Ksh 5,000"
Wildcat,                      700 ml,"Ksh 5,199"
Hayman's Old Tom Gin,                      750 ml,"Ksh 5,199"
Jaisalmer Indian Craft Gin,                      750 ml,"Ksh 5,299"
Fifty-pounds gin gift pack,                      700 ml,"Ksh 5,499"
Cubical mango,                      750 ml,"Ksh 5,499"
Kwv cruxland black winter gin,                      750 ml,"Ksh 5,499"
Gin Mare,                      750 ml,"Ksh 5,499"
Opihr oriental spiced gin,                      750 ml,"Ksh 5,499"
Ungava canadian premium gin,                      1 litre,"Ksh 5,499"
Whitley neil quince handcrafted dry gin,                      750 ml,"Ksh 5,499"
Tanqueray no. 10,                      1 litre,"Ksh 5,500"
Harmony Ginzansi Gin,                      700 ml,"Ksh 5,500"
Bloom Floral London Dry,                      750 ml,"Ksh 5,800"
Pienaar & Son Empire Gin,                      750 ml,"Ksh 5,800"
Bloedlemoen Amber,                      750 ml,"Ksh 5,899"
Liverpool Rose Petal,                      700 ml,"Ksh 5,999"
Vale cucumber gin,                      750 ml,"Ksh 5,999"
Whitley neill handcrafted aloe & cucumber gin,                      750 ml,"Ksh 5,999"
Bombay sapphire limited edition,                      750 ml,"Ksh 5,999"
Blackwoods vintage dry gin,                      750 ml,"Ksh 5,999"
Tanqueray malacca,                      1 litre,"Ksh 5,999"
Opihr Adventurers Edition,                      750 ml,"Ksh 5,999"
Malfy Gin Originale,                      700 ml,"Ksh 5,999"
Elephant Handcrafted London Dry Gin,                      500 ml,"Ksh 5,999"
Nginious aperitif gin,                      700 ml,"Ksh 5,999"
Jackford irish potato gin,                      700 ml,"Ksh 5,999"
Whitley neill handcrafted raspberry gin,                      750 ml,"Ksh 5,999"
Whitley Neill Original Gin,                      1 litre,"Ksh 5,999"
Edinburgh seaside gin,                      750 ml,"Ksh 5,999"
Malfy con limone,                      750 ml,"Ksh 5,999"
Beefeater 24 london dry gin,                      750 ml,"Ksh 5,999"
Whitley Neill Rhubarb & Ginger Gin,                      1 litre,"Ksh 5,999"
Gunpowder irish gin,                      750 ml,"Ksh 5,999"
Malfy con gin rosa,                      750 ml,"Ksh 5,999"
Cubical kiss,                      700 ml,"Ksh 5,999"
Whitley neill original handcrafted dry gin,                      750 ml,"Ksh 5,999"
Kokoro gin,                      750 ml,"Ksh 5,999"
Malfy con arancia,                      750 ml,"Ksh 5,999"
Whitley neill handcrafted blood orange gin,                      750 ml,"Ksh 5,999"
Cubical london dry premium gin,                      700 ml,"Ksh 5,999"
Sharish blue magic gin,                      500 ml,"Ksh 5,999"
Whitley neill handcrafted parma violet gin,                      750 ml,"Ksh 5,999"
Whitley neill handcrafted lemongrass & ginger gin,                      750 ml,"Ksh 5,999"
Hendricks amazonia,                      1 litre,"Ksh 6,199"
Wilderer Rose Water Gin,                      500 ml,"Ksh 6,299"
Wilderer Fynbos Gin,                      500 ml,"Ksh 6,299"
Hendricks gin gift pack,                      750 ml,"Ksh 6,299"
The botanical's premium london dry gin,                      700 ml,"Ksh 6,300"
Hope Of Hopkins,                      750 ml,"Ksh 6,400"
Whitley neill handcrafted parma violet gin,                      1 litre,"Ksh 6,499"
Bluecoat american dry gin,                      700 ml,"Ksh 6,499"
Roku Gin,                      700 ml,"Ksh 6,499"
Whitley neill handcrafted blood orange gin,                      1 litre,"Ksh 6,499"
Hendricks Orbium,                      700 ml,"Ksh 6,499"
Whitley neill handcrafted raspberry gin,                      1 litre,"Ksh 6,499"
Levantine gin oak aged,                      750 ml,"Ksh 6,499"
Levantine gin,                      750 ml,"Ksh 6,499"
The Lakes Sloe Gin,                      700 ml,"Ksh 6,499"
Bottega Gin Bacur,                      700 ml,"Ksh 6,499"
The lakes damson gin liqueur,                      700 ml,"Ksh 6,499"
Whitley neill original handcrafted dry gin,                      1 litre,"Ksh 6,499"
Bobby's schiedam dry gin,                      1 litre,"Ksh 6,499"
Agnes arber pineapple gin,                      750 ml,"Ksh 6,499"
Agnes arber premium gin,                      700 ml,"Ksh 6,499"
Agnes arber rhubarb gin,                      700 ml,"Ksh 6,499"
The Lakes Explorer Edition Premium Craft Gin,                      700 ml,"Ksh 6,499"
Plymouth Sloe Gin,                      700 ml,"Ksh 6,499"
Copper head gin,                      500 ml,"Ksh 6,499"
Plymouth Gin,                      700 ml,"Ksh 6,499"
Whitley neill handcrafted aloe & cucumber gin,                      1 litre,"Ksh 6,499"
Whitley neill handcrafted lemongrass & ginger gin,                      1 litre,"Ksh 6,499"
Gin Mare,                      1 litre,"Ksh 6,499"
Cruzloma gin,                      750 ml,"Ksh 6,499"
Clemengold gin,                      500 ml,"Ksh 6,499"
The lakes distillery gin,                      700 ml,"Ksh 6,499"
Gin mare with 4 tonic 1724,                      700 ml,"Ksh 6,499"
Plymouth Navy Strength Gin,                      700 ml,"Ksh 6,499"
Hendricks gin,                      750 ml,"Ksh 6,500"
Dictador Premium Colombian Aged Gin Treasure,                      700 ml,"Ksh 6,500"
Dictador Premium Colombian Aged Gin Ortodoxy,                      700 ml,"Ksh 6,500"
Blue Bottle Pink Gin,                      700 ml,"Ksh 6,599"
Hendricks Midsummer Solstice,                      700 ml,"Ksh 6,700"
Monkey 47 Sloe Gin,                      500 ml,"Ksh 6,799"
Blue Bottle Dry Gin,                      700 ml,"Ksh 6,799"
Elephant Handcrafted London Dry Gin,                      700 ml,"Ksh 6,999"
Imperiale Rocca Di Montemassi,                      500 ml,"Ksh 6,999"
Pink 47 london dry gin,                      750 ml,"Ksh 6,999"
Kwv cruxland black winter gin,                      1 litre,"Ksh 6,999"
Edinburgh Gin (Distillers cut),                      1 litre,"Ksh 6,999"
A Mari Indian Ocean Gin,                      750 ml,"Ksh 6,999"
Musgrave gin,                      750 ml,"Ksh 6,999"
Colombo London Dry Gin,                      700 ml,"Ksh 6,999"
A Mari Atlantic Ocean Gin,                      750 ml,"Ksh 6,999"
Edinburgh gin,                      1 litre,"Ksh 6,999"
Etsu Japanese Gin,                      700 ml,"Ksh 6,999"
Malfy con arancia,                      1 litre,"Ksh 6,999"
Malfy con limone,                      1 litre,"Ksh 6,999"
Malfy con gin rosa,                      1 litre,"Ksh 6,999"
Inverroche Amber Gin,                      750 ml,"Ksh 7,200"
Inverroche Verdant Gin,                      750 ml,"Ksh 7,200"
Inverroche Classic Gin,                      750 ml,"Ksh 7,200"
Brooklyn Gin,                      750 ml,"Ksh 7,299"
Unit 43 Gin,                      750 ml,"Ksh 7,399"
Sakurao Original Japanese Gin,                      700 ml,"Ksh 7,499"
Opihr Exotic Citrus,                      750 ml,"Ksh 7,499"
Cornish gold rock gin,                      700 ml,"Ksh 7,499"
Stranger & son gin,                      750 ml,"Ksh 7,499"
Harmony Honeybush,                      750 ml,"Ksh 7,499"
Cornish pink rock gin,                      700 ml,"Ksh 7,499"
Cornish blue rock gin,                      700 ml,"Ksh 7,499"
Cornish rock gin,                      700 ml,"Ksh 7,499"
Cornish cherry kiss rock gin,                      700 ml,"Ksh 7,499"
Cornish orange sunset rock gin,                      700 ml,"Ksh 7,499"
Brockman's premium gin,                      750 ml,"Ksh 7,499"
Blurry Moon Gin,                      500 ml,"Ksh 7,499"
Musgrave pink gin,                      750 ml,"Ksh 7,499"
Mermaid pink gin,                      700 ml,"Ksh 7,499"
Tanqueray No. Ten Grapefruit & Rosemary,                      1 litre,"Ksh 7,499"
Monks Mary Jane Gin,                      750 ml,"Ksh 7,699"
Generous Gin,                      750 ml,"Ksh 7,899"
(Oak Wooded) Unit 43 Gin,                      750 ml,"Ksh 7,899"
Silent Pool gin,                      700 ml,"Ksh 7,999"
Kozue Japanese Craft Gin,                      700 ml,"Ksh 7,999"
Gin mare lantern limited edition,                      700 ml,"Ksh 7,999"
Tann's gin,                      700 ml,"Ksh 7,999"
Four pillars chardonnay barrel,                      500 ml,"Ksh 7,999"
Four pillars sherry cask gin,                      500 ml,"Ksh 7,999"
Mermaid gin,                      750 ml,"Ksh 7,999"
Gunpowder irish gin ceramic bottle,                      750 ml,"Ksh 7,999"
Whitley neil quince handcrafted dry gin,                      1 litre,"Ksh 7,999"
Tanqueray lovage,                      750 ml,"Ksh 7,999"
Nginious swiss blended,                      500 ml,"Ksh 7,999"
Ginraw barcelona gastronomic small batch,                      700 ml,"Ksh 7,999"
G'vine gin de france,                      1 litre,"Ksh 7,999"
Drumshanbo Sardinian Citrus Gunpowder Irish Gin,                      750 ml,"Ksh 7,999"
Marylebone Gin,                      750 ml,"Ksh 8,499"
Four Pillars Bloody Shiraz Gin,                      500 ml,"Ksh 8,499"
Hendrinks neptunia,                      750 ml,"Ksh 8,499"
No 209 barrel reserve gin cabernet sauvignon,                      750 ml,"Ksh 8,999"
Kwv Cruxland,                      700 ml,"Ksh 8,999"
No 209 barrel reserve gin chardonnay,                      750 ml,"Ksh 8,999"
Hendricks lunar,                      750 ml,"Ksh 8,999"
Junipero gin,                      750 ml,"Ksh 8,999"
Christopher wren london dry gin,                      750 ml,"Ksh 8,999"
Four Pillars Rare Dry Gin,                      700 ml,"Ksh 9,499"
Four pillars spiced negroni gin,                      500 ml,"Ksh 9,550"
Sipsmith dry gin,                      1 litre,"Ksh 9,800"
Six Dogs Pinotage Stained,                      750 ml,"Ksh 9,999"
Six Dogs Blue,                      750 ml,"Ksh 9,999"
Botanic black london dry gin,                      700 ml,"Ksh 9,999"
Botanic london dry gin,                      700 ml,"Ksh 9,999"
Jinzu gin,                      750 ml,"Ksh 9,999"
Six Dogs Karoo,                      750 ml,"Ksh 9,999"
Nginious swiss summer,                      500 ml,"Ksh 9,999"
Liverpool Valencian Orange,                      700 ml,"Ksh 9,999"
Alkemist gin,                      750 ml,"Ksh 9,999"
Monkey 47 dry gin,                      500 ml,"Ksh 9,999"
Nginious swiss smoke and salted,                      500 ml,"Ksh 9,999"
Liverpool Gin,                      700 ml,"Ksh 9,999"
Four pillars navy strength,                      500 ml,"Ksh 10,000"
Nginious violet gin,                      500 ml,"Ksh 10,499"
Nginious orange gin,                      500 ml,"Ksh 10,499"
Nginious blue gin,                      500 ml,"Ksh 10,499"
Nginious yellow gin,                      500 ml,"Ksh 10,499"
Chase pink grapefruit and pomelo,                      700 ml,"Ksh 10,999"
Sakurao Limited Japanese Dry Gin,                      700 ml,"Ksh 12,499"
Procera gin blue dot,                      700 ml,"Ksh 14,999"
Amuerte Coca Leaf Gin Red Edition Premium Distilled Gin,                      750 ml,"Ksh 14,999"
Monkey 47 barrel cut,                      500 ml,"Ksh 15,999"
Gin Mare,                      1.75 litres,"Ksh 15,999"
Comte de Grasse 44° N gin,                      500 ml,"Ksh 16,999"
Nginious swiss vermouth cask,                      500 ml,"Ksh 16,999"
Nginious swiss distillers cut gin,                      1.5 litre,"Ksh 29,999"
El charro silver,                      750 ml,"Ksh 2,499"
El charro gold,                      750 ml,"Ksh 2,499"
El jimador blanco,                      750 ml,"Ksh 3,499"
Margaritaville paradise passion fruit tequila,                      1 litre,"Ksh 3,499"
Margaritaville last mango,                      1 litre,"Ksh 3,499"
Margaritaville island lime tequila,                      1 litre,"Ksh 3,499"
Margaritaville calypso coconut tequila,                      1 litre,"Ksh 3,499"
Sierra margarita,                      750 ml,"Ksh 3,499"
La piedrecita gold tequila,                      750 ml,"Ksh 3,499"
El jimador reposado,                      750 ml,"Ksh 3,499"
Tijuana sweet heat,                      750 ml,"Ksh 3,499"
Jose cuervo silver,                      750 ml,"Ksh 3,499"
Jose cuervo gold,                      750 ml,"Ksh 3,499"
Sierra antiguo anejo tequila,                      750 ml,"Ksh 3,995"
Olmeca blanco,                      750 ml,"Ksh 3,999"
Jose cuervo silver,                      1 litre,"Ksh 3,999"
Jose cuervo gold,                      1 litre,"Ksh 3,999"
Olmeca fusion,                      750 ml,"Ksh 3,999"
El jimador reposado,                      1 litre,"Ksh 3,999"
Sierra gold,                      1 litre,"Ksh 3,999"
Olmeca Dark Chocolate,                      750 ml,"Ksh 3,999"
Pepe lopez gold,                      1 litre,"Ksh 3,999"
Kick the rules chocolate tequila,                      750 ml,"Ksh 3,999"
Kick the rules strawberry tequila,                      750 ml,"Ksh 3,999"
Camino silver,                      750 ml,"Ksh 3,999"
Camino gold,                      750 ml,"Ksh 3,999"
Sierra silver,                      1 litre,"Ksh 3,999"
Aztec tequila,                      1 litre,"Ksh 3,999"
Tequila sauza gold,                      750 ml,"Ksh 4,000"
Sauza tequila silver,                      750 ml,"Ksh 4,000"
Ponchos chilli choc (Liqueur),                      750 ml,"Ksh 4,000"
