Name,Price,Liquor Type
TASSENBERG 2LTR(12.5%),"KSh1,500.00",Wine
VAN LOVEREN SAUVIGNON BLANC 750ML(13%),"KSh1,500.00",Wine
DUCHESSALIA BARBERA D’ASTI D.O.C.G 750ML(13.5%),"KSh1,800.00",Wine
ROSSO NOBILE RASPBERRY AND LEMON BUBBLY 750ML(10%),"KSh1,500.00",Wine
TILIA MALBEC 750ML(13.5%),"KSh1,500.00",Wine
TWO VINES CABERNET SAUVIGNON 750ML(13.5%),"KSh1,500.00",Wine
BIANCO NOBILE  750ML(10%),"KSh1,950.00",Wine
QUEREU CABERNET SAUVIGNON 750ML(13%),"KSh1,500.00",Wine
QUEREU MERLOT 750ML(13%),"KSh1,500.00",Wine
SWEET LIPS NATURAL SWEET WHITE 1LTR(8.5%),"KSh1,500.00",Wine
ROSSO NOBILE MARZIPAN 750ML(10%),"KSh1,500.00",Wine
QUEREU SAUVIGNON BLANC 750ML(13.5%),"KSh1,500.00",Wine
ROSSO NOBILE AL ESPRESSO 750ML(10%),"KSh1,700.00",Wine
PIERRE MARCEL SWEET WHITE 750ML(11%),"KSh1,500.00",Wine
PIERRE MARCEL SWEET RED 750ML(11%),"KSh1,800.00",Wine
SIMONSIG ADELBERG SENSATION SWEET 750ML(13.7%),"KSh1,500.00",Wine
DELUSH SPARKLING ROSE 750ML(8%),"KSh1,500.00",Wine
SWEET LIPS NATURAL SWEET ROSE 1 LITRE(8.5%),"KSh1,500.00",Wine
LOUIS ESCHENAUER SAUVIGNON BLANC 750ML(12%),"KSh1,500.00",Wine
ROSSO NOBILE CHERRY 750ML(10%),"KSh1,600.00",Wine
LEOPARD’S LEAP CHARDONNAY PINOT NOIR 750ML (12.5%),"KSh1,500.00",Wine
JAM JAR SWEET SHIRAZ 750ML(13%),"KSh1,500.00",Wine
BIRDS AND BEES SWEET PINK MOSCATO 750ML(10.5%),"KSh1,470.00",Wine
NABYGELEGEN UPPER VALLEY SWEET RED 750ML(13%),"KSh2,000.00",Wine
LELESHWA ROSÉ 750ML(8%),"KSh1,450.00",Wine
LINDEMANS BIN 65 CHARDONNAY 750ML(13.5%),"KSh1,450.00",Wine
TALL HORSE CHARDONNAY 750ML(13%),"KSh1,450.00",Wine
TALL HORSE MERLOT 750ML(13.5%),"KSh1,450.00",Wine
TALL HORSE SAUVIGNON BLANC 750ML(12.5%),"KSh1,450.00",Wine
EL CHIVO MERLOT 750ML(13%),"KSh1,450.00",Wine
EL CHIVO CABERNET SAUVIGNON 750ML(13%),"KSh1,450.00",Wine
ELCHIVO SAUVIGNON BLANC 750ML(13%),"KSh1,450.00",Wine
LINDEMANS BIN 95 SAUVIGNON BLANC 750ML(12%),"KSh1,450.00",Wine
SUNKISSED NATURAL SWEET RED 750ML(13%),"KSh1,500.00",Wine
FISH HOEK MERLOT 750ML(14%),"KSh1,500.00",Wine
JAM JAR SWEET WHITE 750ML(10%),"KSh1,400.00",Wine
MATEUS ROSE 1LTRS(11%),"KSh1,400.00",Wine
CULEMBORG CAPE RED 750ML(13%),"KSh1,400.00",Wine
CASAL MENDES SANGRIA RED 750ML(7%),"KSh1,400.00",Wine
CASAL MENDES BLUE 750ML(10%),"KSh1,400.00",Wine
CASAL MENDES SANGRIA WHITE 750ML(7% ),"KSh1,400.00",Wine
CASAL MENDES ROSÉ 750ML(10.5%),"KSh1,400.00",Wine
JACOB’S CREEK SHIRAZ 750ML(12.5%),"KSh1,400.00",Wine
JACOB’S CREEK MERLOT 750ML(12.5%),"KSh1,400.00",Wine
CRONIER CABERNET SAUVIGNON MERLOT 750ML(14%),"KSh1,400.00",Wine
CRONIER CHENIN BLANC 750ML(12.5%),"KSh1,400.00",Wine
CRONIER MERLOT 750ML(13%),"KSh1,400.00",Wine
KLEINFONTEIN MERLOT 750ML,"KSh1,400.00",Wine
JACOB’S CREEK CHARDONNAY 750ML(12%),"KSh1,400.00",Wine
CRONIER ROSE 750ML(11%),"KSh1,400.00",Wine
CRONIER SAUVIGNON BLANC 750ML(13.5%),"KSh1,400.00",Wine
CRONIER SWEET WHITE 750ML(12.5%),"KSh1,400.00",Wine
PIERLANT DEMI SEC WHITE 750ML(11%),"KSh1,400.00",Wine
DOUGLAS GREEN CHARDONNAY 750ML(14%),"KSh1,400.00",Wine
AFRICA FIVE CABERNET SAUVIGNON 1.5LTRS(14%),"KSh1,400.00",Wine
AFRICA FIVE CHARDONAY 1.5LTRS(12.5%),"KSh1,400.00",Wine
AFRICA FIVE MERLOT 1.5LTRS(14%),"KSh1,400.00",Wine
AFRICA FIVE SAUVIGNON BLANC 1.5LTRS(12.19%),"KSh1,400.00",Wine
APALTAGUA CHARDONNAY RESERVA 750ML(13.5%),"KSh1,380.00",Wine
CASA SOLIS MERLOT 750ML(13%),"KSh1,800.00",Wine
BARON D’ARIGNAC BRUT 750ML(11%),"KSh1,380.00",Wine
NEDERBURG ROSÉ SEMI SWEET 750ML(12%),"KSh1,360.00",Wine
TALL HORSE CABERNET SAUVIGNON 750ML(13.5%),"KSh1,360.00",Wine
MIKADO CHERRY RED WINE  750ML(11%),"KSh1,360.00",Wine
MIKADO PLUM RED WINE 750ML(11%),"KSh1,360.00",Wine
MIKADO WHITE PLUM SWEET WINE 750ML(11%),"KSh1,360.00",Wine
FETZER ANTHONY’S HILL CABERNET SAUVIGNON 750ML(13%),"KSh1,350.00",Wine
LUTZVILLE CABERNET SAUVIGNON DRY RED 750ML(14%),"KSh1,350.00",Wine
MARA TAMU 750ML(12%),"KSh1,350.00",Wine
ELEGANTE SWEET CREAM SHERRY 750ML (17%),"KSh1,350.00",Wine
ROBERTSON SWEET RED 750 ML(8%),"KSh1,350.00",Wine
FRONTERA CHARDONNAY 750ML(12%),"KSh1,350.00",Wine
MARA ROSE 750ML(8%),"KSh1,350.00",Wine
CINZANO ROSSO 750ML,"KSh1,350.00",Wine
GATO NEGRO SWEET MOSCATO 750ML(12%),"KSh1,350.00",Wine
FRONTERA LATE HARVEST 750ML(12%),"KSh1,350.00",Wine
JP CHENET CABERNET SYRAH 750ML (13%),"KSh1,350.00",Wine
FRONTERA SAUVIGNON BLANC 750ML(12%),"KSh1,350.00",Wine
FRONTERA SHIRAZ 750ML(12%),"KSh1,350.00",Wine
CULEMBORG CHENIN BLANC 750ML(12.5%),"KSh1,350.00",Wine
PEÑASOL SANGRIA SWEET RED 1LTR(7%),"KSh1,350.00",Wine
ROBERTSON NATURAL SWEET WHITE 750ML(8%),"KSh1,350.00",Wine
JP CHENET SAUVIGNON BLANC (11%),"KSh1,350.00",Wine
ELEGANTE MEDIUM SHERRY 750ML(17%),"KSh1,350.00",Wine
EXPRESION SWEET WHITE WINE 750ML(10.5%),"KSh1,350.00",Wine
SAINT CELINE SWEET RED 750ML(8%),"KSh1,350.00",Wine
FRONTERA SPARKLING BRUT 750ML(12%),"KSh1,350.00",Wine
EXPRESION SWEET RED WINE 750ML(9%),"KSh1,350.00",Wine
ROOIBERG BLANC NATURAL SWEET 750ML(11%),"KSh1,350.00",Wine
ESPARGUERA  RED 750ML(13.5%),"KSh1,350.00",Wine
ROOIBERG WINERY RED NATURAL SWEET 750ML(12.5%),"KSh1,350.00",Wine
PIEMONTE DOC MOSCATO 750ML(5.5%),"KSh1,350.00",Wine
FRONTERA MERLOT 750ML(12%),"KSh1,350.00",Wine
FRONTERA CABERNET BLUSH 750ML(9%),"KSh1,350.00",Wine
FRONTERA CABERNET SAUVIGNON 750ML(12%),"KSh1,350.00",Wine
FRONTERA SWEET RED 750ML(12%),"KSh1,400.00",Wine
FETZER ANTHONY’S HILL MERLOT 750ML(13.5%),"KSh1,350.00",Wine
FETZER ANTHONY’S HILL CHARDONNAY 750ML(12%),"KSh1,350.00",Wine
CASA SOLIS CHARDONNAY 750ML(10%),"KSh1,320.00",Wine
CASA SOLIS CABERNET SAUVIGNON 750ML(12.5%),"KSh1,320.00",Wine
ANGOVE LONG ROW SHIRAZ 750ML(14.5%),"KSh1,320.00",Wine
TALL HORSE MOSCATO 750ML(8%),"KSh1,300.00",Wine
TORRES ALTOS IBERICOS CRIANZA 750ML(14%),"KSh1,300.00",Wine
LINDEMANS BIN 45 CABERNET SAVIGNON 750ML(13.5%),"KSh1,400.00",Wine
MARA NYEUPE 750ML(12%),"KSh1,300.00",Wine
1659 CLASSIC RED 750ML(13.5%),"KSh1,300.00",Wine
SANDARA PREMIUM WHITE WINE MOSCATO (11.5%),"KSh1,300.00",Wine
SANDARA PREMIUM WINE MOJITO (8%),"KSh1,300.00",Wine
1659 NATURAL SWEET ROSE 750ML(13%),"KSh1,300.00",Wine
SANDARA PREMIUM SPARKLING SANGRIA (8%),"KSh1,300.00",Wine
BARÓN DE VALLS ICE ROSÉ WINE 750ML(11.5%),"KSh1,300.00",Wine
BARÓN DE VALLS ICE WHITE WINE 750ML(11.5%),"KSh1,300.00",Wine
SANDARA PREMIUM SPARKLING ROSE 750ML(7.5%),"KSh1,300.00",Wine
SANDARA PREMIUM SPARKLING WHITE (7.5%),"KSh1,300.00",Wine
VERSUS SWEET RED 750ML(8.5%),"KSh1,300.00",Wine
VERSUS SWEET WHITE 750ML(8.5%),"KSh1,300.00",Wine
CULEMBORG CAPE WHITE 750ML(12.5%),"KSh1,300.00",Wine
TALL HORSE PINOTAGE 750ML(12.5%),"KSh1,300.00",Wine
TALL HORSE PINOTAGE ROSE 750ML(13.5%),"KSh1,300.00",Wine
NEDERBURG LATE HARVEST 750ML(10.5%),"KSh1,300.00",Wine
JP CHENET WHITE ICE EDITION 750ML(11%),"KSh1,280.00",Wine
ARNEGUI CRIANZA 750ML(13.5%),"KSh1,320.00",Wine
CASA SOLIS SAUVIGNON BLANC 750ML(13%),"KSh1,320.00",Wine
ARNEGUI RIOJA TEMPRANILLO 750ML(13%),"KSh1,320.00",Wine
MARA NYEKUNDU 750ML(12%),"KSh1,250.00",Wine
PETINTO ESPORAO 750ML(13%),"KSh1,250.00",Wine
BLACK BIRD NATURAL SWEET RED 750ML(13%),"KSh1,250.00",Wine
BLACK BIRD NATURAL SWEET ROSE 750ML(9%),"KSh1,250.00",Wine
BLACK BIRD NATURAL SWEET WHITE 750ML(13%),"KSh1,250.00",Wine
CAPEVILLE RED 750ML(14%),"KSh1,250.00",Wine
SANTA CRISTINA TOSCANA RED 750ML(12.5%),"KSh1,250.00",Wine
GATO NEGRO MERLOT 750ML(13%),"KSh1,250.00",Wine
TRIBU MALBEC 750ML(12.5%),"KSh1,250.00",Wine
GATO NEGRO CHARDONNAY 750ML(13%),"KSh1,230.00",Wine
TALL HORSE SWEET RED 750ML(9%),"KSh1,210.00",Wine
BARON D’ARIGNAC DRY RED 750ML (12%),"KSh1,500.00",Wine
TASTE OF GERMANY DORNFELDER DRY RED 750ML(11%),"KSh1,200.00",Wine
LELESHWA SWEET RED 750ML(8%),"KSh1,200.00",Wine
KISS ME NOW SEMI SWEET RED 750ML(11%),"KSh1,200.00",Wine
BITOLA DRY RED 750ML(14%),"KSh1,200.00",Wine
BITOLA WHITE 750ML(12.5%),"KSh1,200.00",Wine
JP CHENET BRUT 750ML(11%),"KSh1,200.00",Wine
DORNFELDER GERMANS 750ML(11%),"KSh1,600.00",Wine
PIERLANT BRUT WHITE 750ML(11%),"KSh1,200.00",Wine
CARMELA SEMI SWEET WHITE 750ML(8%),"KSh1,200.00",Wine
SANTA HELENA GRAN VINO TINTO 750ML (12%),"KSh1,550.00",Wine
ALANDRA DRY RED 2019 750ML (13%),"KSh1,200.00",Wine
ALANDRA DRY WHITE 2020 750ML (13%),"KSh1,200.00",Wine
RIESLING WHITE TASTE OF GERMANY 750ML(11%),"KSh1,200.00",Wine
GATO NEGRO CABERNET SAUVIGNON 750ML(13%),"KSh1,170.00",Wine
GATO NEGRO SAUVIGNON BLANC 750ML(13%),"KSh1,170.00",Wine
ANTHONY HILLS WHITE ZINFANDEL 750ML(11%),"KSh1,150.00",Wine
DOMPO GOLDEN SWEET WHITE WINE 750ML (16%),"KSh1,150.00",Wine
SAINT CLAIRE NATURAL SWEET ROSE 750ML (8%),"KSh1,150.00",Wine
IMAGE DRY WHITE WINE 750ML(12%),"KSh1,150.00",Wine
DOMPO GARNET ROSE WINE 750ML (18%),"KSh1,150.00",Wine
ALTAR WINE (TANZANIA) 750 ML (18%),"KSh1,350.00",Wine
DOMPO SWEET RED WINE 750ML (16%),"KSh1,350.00",Wine
FOUR COUSINS SPARKLING RED 750ML(8%),"KSh1,150.00",Wine
FORMENTERA RED SEA CABERNET SAUVIGNON 750ML (11.5%),"KSh1,150.00",Wine
FOR YOU SWEET ROSE 750ML (10%),"KSh1,450.00",Wine
SANTA HELENA GRAN VINO BLANCO 750ML (12%),"KSh1,500.00",Wine
GATO NEGRO SEMI SWEET RED 750ML(10.5%),"KSh1,150.00",Wine
BARON D’ARIGNAC MEDIUM SWEET RED 750ML(13%),"KSh1,130.00",Wine
BARON D’ARIGNAC MEDIUM SWEET WHITE 750ML(12%),"KSh1,130.00",Wine
IMAGE DRY RED WINE 750ML(13%),"KSh1,130.00",Wine
OLEPASU NATURAL SWEET WHITE 750ML(9%),"KSh1,550.00",Wine
OLEPASU NATURAL SWEET RED 750ML(9%),"KSh1,130.00",Wine
GRAN VERANO CHARDONNAY 750ML(13%),"KSh1,130.00",Wine
ANTHONY HILL MERLOT 750ML(13%),"KSh1,100.00",Wine
CELLAR CASK JHB NATURAL SWEET RED 750ML(11%),"KSh1,200.00",Wine
NAMAQUA SWEET RED 750ML(8%),"KSh1,100.00",Wine
VINA MAIPO SWEET MOSCATO 750ML(12%),"KSh1,100.00",Wine
VINA MAIPO SWEET RED 750ML(12%),"KSh1,100.00",Wine
CULEMBORG SWEET RED 750ML(13%),"KSh1,250.00",Wine
NAMAQUA SWEET WHITE 750ML(8.5%),"KSh1,100.00",Wine
NAMAQUA JOHANNISBERGER SWEET WHITE 750ML(10.5%),"KSh1,100.00",Wine
SAINT MARY NATURAL SWEET WHITE WINE 750ML(10%),"KSh1,150.00",Wine
DULZINO RED 750 ML(9.5%),"KSh1,100.00",Wine
SANTA HELENA DULCE 750ML (9%),"KSh1,500.00",Wine
FOUR COUSINS SWEET RED 750ML(8%),"KSh1,250.00",Wine
FOUR COUSINS SWEET WHITE 750ML(7.5%),"KSh1,250.00",Wine
LELESHWA CHENIN BLANC 750ML(8%),"KSh1,050.00",Wine
OLEPASU DRY RED WINE 750ML(11%),"KSh1,050.00",Wine
LELESHWA SAUVIGNON BLANC WINE 750ML(8%),"KSh1,050.00",Wine
LELESHWA SHIRAZ MERLOT 750ML(8%),"KSh1,050.00",Wine
CONSIGNA VERDEJO SAUVIGNON BLANC 750ML(12.5%),"KSh1,050.00",Wine
KLEINFONTEIN EMINENCE 750ML,"KSh1,050.00",Wine
DROSTDY HOF CLARET SELECT DRY RED 750ML(11.5%),"KSh1,050.00",Wine
CELLAR CASK JHB NATURAL SWEET WHITE 750ML(11%),"KSh1,050.00",Wine
CARLO ROSSI SWEET RED 750ML(9%),"KSh1,050.00",Wine
DROSTDY HOF PREMIER GRAND CRU 750ML(11.5%),"KSh1,040.00",Wine
VINA LASTRA DRY RED 750ML(13%),"KSh1,070.00",Wine
PENASOL BLANCO 750ML(12%),"KSh1,000.00",Wine
LUTZVILLE SAUVIGNON BLANC DRY WHITE 750ML (14%),"KSh1,000.00",Wine
LUTZVILLE MERLOT DRY RED 750ML(12.5%),"KSh1,000.00",Wine
LUTZVILLE SHIRAZ DRY RED 750ML(14%),"KSh1,000.00",Wine
GATO NEGRO SEMI SWEET WHITE 750ML(13%),"KSh1,300.00",Wine
BAIN’S WAY NATURAL SWEET WHITE(12%),"KSh1,000.00",Wine
VINA MAIPO CABERNET SAUVIGNON MERLOT 750ML(12%),"KSh1,000.00",Wine
NEDERBURG STEIN 750ML(13%),"KSh1,000.00",Wine
FLEUR DU CAP SAUVIGNON BLANC 750ML(13%),"KSh1,000.00",Wine
4TH STREET SWEET RED 750ML(8%),"KSh1,000.00",Wine
4TH STREET ROSE 750ML(8%),"KSh1,000.00",Wine
4TH STREET SWEET WHITE 750ML(8%),"KSh1,000.00",Wine
SANTA HELENA TINTO TETRA PACK 1L (11.5%),KSh980.00,Wine
PENASOL SELECCION AIREN 750ML (12%),"KSh1,000.00",Wine
7 HILLS NATURAL SWEET RED 750ML (8.4%),KSh950.00,Wine
7 HILLS NATURAL SWEET WHITE 750ML (12%),"KSh1,150.00",Wine
BLOSSOM HILL RED 750ML(12.5%),"KSh1,250.00",Wine
OBIKWA MERLOT DRY RED 750ML(13.5%),KSh950.00,Wine
OBIKWA CABERNET SAUVIGNON DRY RED 750ML(10%),KSh950.00,Wine
PEARLY BAY NATURAL SWEET ROSE 750ML(12%),KSh950.00,Wine
PEARLY BAY SWEET WHITE 750ML(8%),KSh950.00,Wine
PEARLY BAY SWEET RED 750ML(13%),KSh950.00,Wine
AMA LA VIDA SIGNATURE 750ML(12%),KSh950.00,Wine
AMA LA VIDA SWEET RED 750ML(12%),KSh950.00,Wine
AMA LA VIDA SWEET WHITE 750ML(12%),KSh950.00,Wine
SAINT ANNA SWEET WHITE 750ML(8%),KSh950.00,Wine
FOUR COUSINS SWEET ROSE 750 ML(9.5%),KSh940.00,Wine
CHAMDOR SPARKLING NON-ALCOHOLIC RED 750ML (0%),KSh900.00,Wine
LUTZVILLE CHENIN BLANC DRY WHITE 750ML(13%),KSh900.00,Wine
LELESHWA SWEET WHITE 750ML(8%),KSh900.00,Wine
CHAMDOR SPARKLING NON-ALCOHOLIC WHITE 750ML (0%),KSh950.00,Wine
DELUSH SWEET RED 750ML (9%),KSh900.00,Wine
CAPE DIAMOND NATURAL SWEET WHITE 750ML(8%),KSh900.00,Wine
CAPE DIAMOND NATURAL SPARKLING SWEET ROSE 750ML(12%),KSh900.00,Wine
DELUSH NATURAL SWEET WHITE 750ML(9.5%),KSh900.00,Wine
DELUSH NATURAL SWEET ROSE WINE(9.5%),KSh900.00,Wine
BUY 2 CHAMDOR SPARKLING NON-ALCOHOLIC RED 750ML FOR THE PRICE OF 1 (0%),KSh880.00,Wine
CAPRICE DRY WHITE TETRA 1LT(12%),KSh880.00,Wine
CAPRICE DRY RED TETRA 1L (12.5%),KSh880.00,Wine
CAPRICE SWEET RED TETRA 1LTR(12%),KSh880.00,Wine
CAPRICE SWEET WHITE TETRA 1LTR(11.5%),KSh880.00,Wine
AMANI BAY SWEET RED 750ML(9%),KSh860.00,Wine
AMANI BAY SWEET WHITE 750ML(8.5%),KSh860.00,Wine
ELEVEN BUDDIES DRY WHITE 750ML(13%),KSh850.00,Wine
ELEVEN BUDDIES DRY RED 750ML(13.5%),KSh850.00,Wine
PENASOL RED SWEET 1LTR(12%),KSh850.00,Wine
MOHANS RESERVE SWEET WHITE 750ML(9.5%),KSh850.00,Wine
CASA BUENA SWEET WHITE 1LTR(8%),KSh830.00,Wine
CASA BUENA SWEET RED 1LITRE(8%),KSh830.00,Wine
PENASOL SPARKLING BRUT 750ML(10.5%),KSh800.00,Wine
SANGRIA RUCIO BLANCA 1L(7%),"KSh1,000.00",Wine
SANGRIA CRUXARES RED 1L(7%),"KSh1,000.00",Wine
HUGO SECCOLINA SWEET ROSE 750ML (6.9%),KSh800.00,Wine
HUGO SECCOLINA WHITE 750ML(6.9%),KSh800.00,Wine
GRAN VERANO CABERNET SAUVIGNON 375ML(13%),KSh750.00,Wine
CHARETH SWEET RED 750 ML,KSh750.00,Wine
PENASOL SWEET WHITE 1LRT(12%),KSh750.00,Wine
MOHAN’S RESERVE DRY RED SIGNATURE 750ML(13%),KSh750.00,Wine
CHARETH SWEET WHITE 750ML(11%),KSh750.00,Wine
TASSENBERG 750ML(12.5%),KSh750.00,Wine
MOHANS RESERVE SWEET RED 750ML(9.5%),KSh750.00,Wine
ORANGE RIVER CELLARS ROSE 750ML(13%),KSh750.00,Wine
MOHANS RESERVE DRY WHITE 750ML(12%),KSh750.00,Wine
PENASOL DRY RED TETRA PACK 1LTR(12%),KSh750.00,Wine
GRAN VERANO SAUVIGNON BLANC 375ML(13%),KSh750.00,Wine
SANGRIZZA SWEET RED 750ML(7.5%),KSh750.00,Wine
NEDERBURG CABERNET SAUVIGNON DRY RED 250ML(14.5%),KSh600.00,Wine
LOVELY MARULA 500ML(4.5%),KSh600.00,Wine
BIANCO NOBILE 250ML(10%),KSh570.00,Wine
ROSSO NOBILE AL CIOCCOLATA 250ML(10%),KSh570.00,Wine
KEROR SPARKLING WHITE 750ML(0%),KSh540.00,Wine
KEROR SPARKLING RED 750ML(0%),KSh540.00,Wine
RENDEZ VOUS SPARKLING WHITE NON-ALCOHOLIC 750ML(0%),KSh520.00,Wine
RENDEZ VOUS SPARKLING RED NON-ALCOHOLIC 750ML(0%),KSh400.00,Wine
RENDEZ VOUS SPARKLING PINK NON-ALCOHOLIC 750ML(0.0%),KSh520.00,Wine
HUNTERS GOLD 330ML(4.5%),KSh255.00,Wine
